tf,target,score,asi,class1_pass,distance_mb,class2_pass,topo_q,topo_excess,class3_pass,passes_all
TF000,TG070,0.7445785004999086,0.0,True,,True,1.0,1.199040866595169e-14,True,True
TF000,TG071,0.6144903572498879,0.0,True,,True,1.0,-1.2101430968414206e-14,False,False
TF000,TG072,0.5281368289096915,0.0,True,,True,1.0,7.549516567451064e-15,True,True
TF000,TG073,0.5337064167458637,0.0,True,,True,1.0,-5.995204332975845e-15,False,False
TF000,TG076,0.5712033258269414,0.0,True,,True,1.0,7.438494264988549e-15,True,True
TF000,TG078,0.7700549426365496,1.4417452095352103e-16,True,,True,1.0,1.0547118733938987e-14,True,True
TF000,TG080,0.7939407529228958,1.3983701183468242e-16,True,22.776402,True,1.0,-1.887379141862766e-14,False,False
TF000,TG082,0.5356315582342508,0.0,True,,True,1.0,-6.328271240363392e-15,False,False
TF000,TG087,0.7831542126369145,0.0,True,,True,1.0,1.5210055437364645e-14,True,True
TF000,TG089,0.6587248790911925,1.6854123168338075e-16,True,,True,1.0,-9.103828801926284e-15,False,False
TF000,TG090,0.5544415415557165,0.0,True,,True,1.0,1.8540724511240114e-14,True,True
TF000,TG091,0.8804828349449033,1.2609252339310277e-16,True,,True,1.0,-1.787459069646502e-14,False,False
TF000,TG092,0.722223422492966,0.0,True,,True,1.0,5.773159728050814e-15,True,True
TF000,TG094,0.734858532635711,0.0,True,,True,1.0,-1.3322676295501878e-15,False,False
TF000,TG095,0.8816255481221017,0.0,True,,True,1.0,1.2101430968414206e-14,True,True
TF000,TG096,0.6288282451752653,0.0,True,,True,1.0,-4.551914400963142e-15,False,False
TF000,TG097,0.4561968134585278,0.0,True,,True,1.0,6.661338147750939e-15,True,True
TF000,TG099,0.5237989756427499,0.0,True,,True,1.0,-9.658940314238862e-15,False,False
TF001,TG002,0.5088080963658272,0.0,True,,True,1.0,6.5503158452884236e-15,True,True
TF001,TG003,0.6535929657938444,0.0,True,,True,1.0,1.6431300764452317e-14,True,True
TF001,TG004,0.5182183255648847,2.1423847244594376e-16,True,,True,1.0,6.328271240363392e-15,True,True
TF001,TG006,0.6630907286190477,1.6743154092009493e-16,True,,True,1.0,-4.884981308350689e-15,False,False
TF001,TG007,0.8515303978714966,1.3037972894453252e-16,True,28.391634,True,1.0,1.432187701766452e-14,True,True
TF001,TG010,0.44068884465499353,0.0,True,,True,1.0,6.661338147750939e-15,True,True
TF001,TG012,0.41859765858053605,1.326121876063427e-16,True,,True,1.0,1.1102230246251565e-16,False,False
TF001,TG013,0.5103130538443049,0.0,True,,True,1.0,4.218847493575595e-15,True,True
TF001,TG015,0.5982825262020135,1.8556835207489972e-16,True,,True,1.0,-8.770761894538737e-15,False,False
TF001,TG018,0.9120314017983607,1.2173078936054152e-16,True,,True,1.0,1.0547118733938987e-14,True,True
TF001,TG019,0.6049763758738052,0.0,True,,True,1.0,-1.1213252548714081e-14,False,False
TF001,TG025,0.7975595171149918,0.0,True,,True,1.0,-1.5987211554602254e-14,False,False
TF001,TG026,0.7061646757998776,0.0,True,0.722248,False,1.0,6.661338147750939e-15,True,False
TF001,TG028,0.5566293708711991,0.0,True,,True,1.0,1.0436096431476471e-14,True,True
TF001,TG029,0.5004728415993707,0.0,True,,True,1.0,-3.4416913763379853e-15,False,False
TF001,TG030,0.5677587543248757,0.0,True,,True,1.0,4.218847493575595e-15,True,True
TF001,TG031,0.4957268557661796,1.1197930994773636e-16,True,,True,1.0,3.3306690738754696e-16,False,False
TF001,TG034,0.3416332029123954,0.0,True,,True,1.0,-3.497202527569243e-15,False,False
TF001,TG037,0.47470636449302206,0.0,True,,True,1.0,-8.93729534823251e-15,False,False
TF001,TG038,0.3959533910196481,0.0,True,,True,1.0,-3.3861802251067274e-15,False,False
TF001,TG039,0.5439662350212146,0.0,True,35.417521,True,1.0,-6.772360450213455e-15,False,False
TF001,TG041,0.5650721825228727,0.0,True,,True,1.0,-8.659739592076221e-15,False,False
TF001,TG045,0.6526031523469308,1.7012222828414261e-16,True,14.216861,True,1.0,-1.354472090042691e-14,False,False
TF001,TG046,0.8517197507453895,0.0,True,,True,1.0,9.992007221626409e-16,True,True
TF001,TG048,0.5786892483027503,0.0,True,9.486806,True,1.0,2.886579864025407e-15,True,True
TF001,TG050,0.6289666031377156,0.0,True,,True,1.0,-8.326672684688674e-15,False,False
TF001,TG055,0.6416255882193402,0.0,True,11.620287,True,1.0,1.1435297153639112e-14,True,True
TF001,TG056,0.7304363313721094,1.5199449656886942e-16,True,29.026926,True,1.0,1.6764367671839864e-14,True,True
TF001,TG062,0.73066140848196,1.5194767531677674e-16,True,,True,1.0,-9.547918011776346e-15,False,False
TF001,TG064,0.600920105777088,0.0,True,,True,1.0,-4.9960036108132044e-15,False,False
TF001,TG065,0.7011040456492639,0.0,True,,True,1.0,-5.218048215738236e-15,False,False
TF001,TG069,0.48794755536375745,0.0,True,,True,1.0,1.6653345369377348e-16,False,False
TF001,TG070,0.7059608208562669,0.0,True,12.443037,True,1.0,4.218847493575595e-15,True,True
TF001,TG071,0.557639352607463,0.0,True,,True,1.0,8.326672684688674e-15,True,True
TF001,TG072,0.48217407984597793,0.0,True,,True,1.0,-5.6066262743570405e-15,False,False
TF001,TG075,0.8173077114244032,1.3583904924746895e-16,True,,True,1.0,-1.7763568394002505e-15,False,False
TF001,TG078,0.7120081791541999,0.0,True,,True,1.0,8.43769498715119e-15,True,True
TF001,TG079,0.6861261031981624,1.6181034644363463e-16,True,,True,1.0,1.1213252548714081e-14,True,True
TF001,TG080,0.827337630895499,1.3419225515264743e-16,True,,True,1.0,-1.1102230246251565e-16,False,False
TF001,TG084,0.563867537207761,1.9689429721790972e-16,True,,True,1.0,-9.547918011776346e-15,False,False
TF001,TG085,0.37935900181513366,0.0,True,,True,1.0,-7.882583474838611e-15,False,False
TF001,TG090,0.5122087487390243,0.0,True,,True,1.0,1.3655743202889425e-14,True,True
TF001,TG097,0.38076256567736094,0.0,True,27.698753,True,1.0,2.275957200481571e-15,True,True
TF001,TG098,0.4915227978326225,0.0,True,,True,1.0,8.826273045769994e-15,True,True
TF001,TG099,0.46451985100015974,1.1950221526967367e-16,True,,True,1.0,8.271161533457416e-15,True,True
TF002,TG000,0.5575894295830699,0.0,True,,True,1.0,5.88418203051333e-15,True,True
TF002,TG003,0.510088390864452,2.1765306650944364e-16,True,,True,1.0,9.769962616701378e-15,True,True
TF002,TG006,0.5232683718146391,0.0,True,13.845347,True,1.0,-6.661338147750939e-15,False,False
TF002,TG010,0.30876940808968617,0.0,True,,True,1.0,-1.7208456881689926e-15,False,False
TF002,TG012,0.28690307187236846,0.0,True,,True,1.0,2.3869795029440866e-15,True,True
TF002,TG013,0.3693142111143489,1.503087332159828e-16,True,,True,1.0,-1.1657341758564144e-15,False,False
TF002,TG014,0.45955241592425966,1.2079394930306884e-16,True,82.837251,True,1.0,4.440892098500626e-16,False,False
TF002,TG018,0.7679693828910076,0.0,True,,True,1.0,-2.55351295663786e-15,False,False
TF002,TG019,0.45060700296079975,0.0,True,0.630693,False,1.0,4.551914400963142e-15,True,False
TF002,TG020,0.6245842841575192,0.0,True,,True,1.0,1.0547118733938987e-14,True,True
TF002,TG026,0.5896818509663404,0.0,True,,True,1.0,1.0325074129013956e-14,True,True
TF002,TG028,0.4032632536859868,1.3765487116384593e-16,True,,True,1.0,5.384581669432009e-15,True,True
TF002,TG034,0.2035039946642118,0.0,True,,True,1.0,1.5265566588595902e-15,True,True
TF002,TG035,0.554504144283283,0.0,True,,True,1.0,5.440092820663267e-15,True,True
TF002,TG036,0.41846320467475356,0.0,True,,True,1.0,-7.93809462606987e-15,False,False
TF002,TG037,0.3211881187432164,0.0,True,,True,1.0,-1.1657341758564144e-15,False,False
TF002,TG039,0.37854451473297357,0.0,True,,True,1.0,-5.10702591327572e-15,False,False
TF002,TG040,0.36636500823538476,1.515187039794822e-16,True,,True,1.0,-5.329070518200751e-15,False,False
TF002,TG041,0.4247345594350287,1.3069610183145298e-16,True,,True,1.0,3.885780586188048e-15,True,True
TF002,TG043,0.1513855102731493,0.0,True,,True,1.0,3.3029134982598407e-15,True,True
TF002,TG045,0.5157941251413751,2.1524537998971066e-16,True,,True,1.0,-4.884981308350689e-15,False,False
TF002,TG052,0.37393227968384984,1.4845241838493076e-16,True,,True,1.0,-4.385380947269368e-15,False,False
TF002,TG054,0.33240304235340035,0.0,True,,True,1.0,-3.885780586188048e-15,False,False
TF002,TG058,0.526900837376535,0.0,True,,True,1.0,-7.216449660063518e-15,False,False
TF002,TG059,0.5362719658444225,0.0,True,,True,1.0,-6.661338147750939e-15,False,False
TF002,TG062,0.5775341887200309,0.0,True,,True,1.0,-8.104628079763643e-15,False,False
TF002,TG063,0.5792504624321985,1.9166545331072716e-16,True,,True,1.0,9.658940314238862e-15,True,True
TF002,TG066,0.2807103921381843,0.0,True,1.228383,True,1.0,-3.219646771412954e-15,False,False
TF002,TG067,0.39356975663929933,0.0,True,,True,1.0,3.6637359812630166e-15,True,True
TF002,TG068,0.31828891658683117,0.0,True,,True,1.0,3.3306690738754696e-15,True,True
TF002,TG071,0.393166247755871,0.0,True,,True,1.0,9.936496070395151e-15,True,True
TF002,TG074,0.36270864362787153,0.0,True,,True,1.0,-9.992007221626409e-16,False,False
TF002,TG075,0.6626186810947986,0.0,True,,True,1.0,-2.886579864025407e-15,False,False
TF002,TG077,0.32936180046639757,0.0,True,37.092484,True,1.0,4.107825191113079e-15,True,True
TF002,TG078,0.5401172613435546,0.0,True,,True,1.0,7.549516567451064e-15,True,True
TF002,TG081,0.5309013929104276,0.0,True,,True,1.0,-6.217248937900877e-15,False,False
TF002,TG082,0.3160534225016743,0.0,True,,True,1.0,-3.885780586188048e-15,False,False
TF002,TG084,0.4304368255673366,1.2896468873937875e-16,True,,True,1.0,4.496403249731884e-15,True,True
TF002,TG087,0.6893217845904981,0.0,True,,True,1.0,1.6653345369377348e-15,True,True
TF002,TG088,0.4521901489869955,0.0,True,0.262945,False,1.0,5.9396931817445875e-15,True,False
TF002,TG090,0.36463833488758474,1.5223619109705373e-16,True,56.027974,True,1.0,8.326672684688674e-15,True,True
TF002,TG097,0.2760011561653281,0.0,True,,True,1.0,-1.3322676295501878e-15,False,False
TF003,TG002,0.5740426345918811,1.934042800522083e-16,True,,True,1.0,-1.84297022087776e-14,False,False
TF003,TG003,0.7166440478993839,0.0,True,,True,1.0,-1.2989609388114332e-14,False,False
TF003,TG004,0.5340543220880846,0.0,True,,True,1.0,2.4424906541753444e-15,True,True
TF003,TG007,0.8783425311287878,0.0,True,,True,1.0,1.3100631690576847e-14,True,True
TF003,TG010,0.45542604868018227,0.0,True,,True,1.0,-6.494804694057166e-15,False,False
TF003,TG011,0.5434393633451527,0.0,True,,True,1.0,1.0658141036401503e-14,True,True
TF003,TG014,0.6254477633052254,0.0,True,79.905105,True,1.0,7.216449660063518e-15,True,True
TF003,TG015,0.629257387196242,0.0,True,,True,1.0,-5.551115123125783e-16,False,False
TF003,TG018,0.9469925270092796,0.0,True,,True,1.0,1.7208456881689926e-14,True,True
TF003,TG019,0.6196111881865705,1.7918059676657395e-16,True,2.301453,True,1.0,-8.43769498715119e-15,False,False
TF003,TG020,0.7659407990552322,0.0,True,,True,1.0,8.43769498715119e-15,True,True
TF003,TG021,0.8057678996742962,0.0,True,3.167297,True,1.0,-4.218847493575595e-15,False,False
TF003,TG024,0.5874137560749679,1.8900187698080836e-16,True,,True,1.0,1.7763568394002505e-15,True,True
TF003,TG027,0.47007408149185403,0.0,True,12.402111,True,1.0,-6.661338147750939e-15,False,False
TF003,TG028,0.5993635843131463,1.8523364676842032e-16,True,,True,1.0,6.5503158452884236e-15,True,True
TF003,TG031,0.5241414272428242,0.0,True,91.766558,True,1.0,7.216449660063518e-15,True,True
TF003,TG034,0.37962145355521376,0.0,True,,True,1.0,-2.6645352591003757e-15,False,False
TF003,TG036,0.6116277916009164,0.0,True,,True,1.0,5.662137425588298e-15,True,True
TF003,TG041,0.5979398601449115,0.0,True,,True,1.0,7.549516567451064e-15,True,True
TF003,TG042,0.9223257613874014,0.0,True,,True,1.0,1.1435297153639112e-14,True,True
TF003,TG044,0.60154856969153,0.0,True,,True,1.0,-9.992007221626409e-16,False,False
TF003,TG045,0.6883791527903586,0.0,True,,True,1.0,3.1086244689504383e-15,True,True
TF003,TG046,0.8693751356654168,0.0,True,,True,1.0,-8.215650382226158e-15,False,False
TF003,TG047,0.6756441620190399,0.0,True,33.02434,True,1.0,1.609823385706477e-14,True,True
TF003,TG048,0.6054776942497131,0.0,True,,True,1.0,1.0769163338864018e-14,True,True
TF003,TG054,0.5241398367970235,0.0,True,,True,1.0,-1.2212453270876722e-15,False,False
TF003,TG056,0.7537085449792117,0.0,True,,True,1.0,1.4432899320127035e-14,True,True
TF003,TG058,0.7090332467456356,0.0,True,,True,1.0,-1.454392162258955e-14,False,False
TF003,TG060,0.7329716285169185,1.514687583299181e-16,True,59.722234,True,1.0,8.326672684688674e-15,True,True
TF003,TG064,0.6720821616745281,0.0,True,,True,1.0,-1.099120794378905e-14,False,False
TF003,TG065,0.7548054613653284,0.0,True,,True,1.0,5.551115123125783e-15,True,True
TF003,TG066,0.4811964160715405,1.1536069134605704e-16,True,4.160529,True,1.0,-9.381384558082573e-15,False,False
TF003,TG067,0.5534141729934172,0.0,True,,True,1.0,-2.220446049250313e-16,False,False
TF003,TG068,0.5198408584555806,0.0,True,,True,1.0,1.176836406102666e-14,True,True
TF003,TG069,0.5546855756119289,2.001535777093823e-16,True,,True,1.0,-1.3766765505351941e-14,False,False
TF003,TG070,0.7190429183569959,1.5440288698788696e-16,True,,True,1.0,4.884981308350689e-15,True,True
TF003,TG071,0.5827023567637617,0.0,True,,True,1.0,-1.1213252548714081e-14,False,False
TF003,TG073,0.5540678210549703,0.0,True,,True,1.0,7.216449660063518e-15,True,True
TF003,TG076,0.5606004821782663,1.980417534268397e-16,True,,True,1.0,1.5543122344752192e-15,True,True
TF003,TG078,0.7585468246833073,1.4636183139896129e-16,True,,True,1.0,-5.551115123125783e-15,False,False
TF003,TG079,0.738600759132578,0.0,True,,True,1.0,-9.547918011776346e-15,False,False
TF003,TG080,0.7964422499295909,0.0,True,,True,1.0,1.3100631690576847e-14,True,True
TF003,TG082,0.5229782544972036,0.0,True,,True,1.0,7.66053886991358e-15,True,True
TF003,TG084,0.6116504556209891,0.0,True,,True,1.0,5.218048215738236e-15,True,True
TF003,TG085,0.3888593042518578,0.0,True,,True,1.0,-5.2735593669694936e-15,False,False
TF003,TG089,0.6345471146142867,0.0,True,36.799977,True,1.0,-5.218048215738236e-15,False,False
TF003,TG091,0.88300123901261,0.0,True,64.820302,True,1.0,-1.1657341758564144e-14,False,False
TF003,TG092,0.695972949318976,1.5952100231934774e-16,True,,True,1.0,3.885780586188048e-15,True,True
TF004,TG000,0.8623187071495486,0.0,True,,True,1.0,-1.3766765505351941e-14,False,False
TF004,TG002,0.6390345903518169,1.7373441772751763e-16,True,,True,1.0,1.2212453270876722e-14,True,True
TF004,TG005,0.852417010947882,0.0,True,,True,1.0,4.9960036108132044e-15,True,True
TF004,TG012,0.576677542838137,0.0,True,48.585783,True,1.0,7.216449660063518e-15,True,True
TF004,TG016,0.5679568690060122,0.0,True,,True,1.0,-8.992806499463768e-15,False,False
TF004,TG017,0.8643647337154411,1.2844381327925103e-16,True,,True,1.0,5.440092820663267e-15,True,True
TF004,TG019,0.7237670875838882,1.5339506916946898e-16,True,,True,1.0,7.771561172376096e-15,True,True
TF004,TG021,0.9299068621267667,0.0,True,,True,1.0,-4.218847493575595e-15,False,False
TF004,TG024,0.7063377614264382,0.0,True,,True,1.0,1.0658141036401503e-14,True,True
TF004,TG026,0.8812042992908545,0.0,True,,True,1.0,-2.55351295663786e-15,False,False
TF004,TG030,0.7038226302423966,0.0,True,,True,1.0,1.3100631690576847e-14,True,True
TF004,TG031,0.5797068681035916,0.0,True,,True,1.0,5.551115123125783e-15,True,True
TF004,TG032,0.7470837706146917,1.4860756829340278e-16,True,53.051375,True,1.0,1.2212453270876722e-15,True,True
TF004,TG033,0.7556558459934811,1.4692178066398948e-16,True,,True,1.0,-5.773159728050814e-15,False,False
TF004,TG034,0.5063690281767121,0.0,True,,True,1.0,-4.884981308350689e-15,False,False
TF004,TG040,0.640139543847341,0.0,True,49.955186,True,1.0,7.771561172376096e-16,True,True
TF004,TG044,0.6942457988310108,0.0,True,,True,1.0,6.439293542825908e-15,True,True
TF004,TG045,0.84425790766079,0.0,True,,True,1.0,0.0,False,False
TF004,TG046,0.9568314252364116,0.0,True,3.243933,True,1.0,1.199040866595169e-14,True,True
TF004,TG049,0.7486467019402472,0.0,True,,True,1.0,-1.5432100042289676e-14,False,False
TF004,TG050,0.7256022568745256,1.530071074209932e-16,True,,True,1.0,7.327471962526033e-15,True,True
TF004,TG051,0.6577095969276032,0.0,True,37.396324,True,1.0,5.10702591327572e-15,True,True
TF004,TG052,0.6730715156321965,0.0,True,,True,1.0,-5.218048215738236e-15,False,False
TF004,TG053,0.6330399057999854,0.0,True,,True,1.0,-3.6637359812630166e-15,False,False
TF004,TG057,0.7503470495793518,1.4796127008796167e-16,True,,True,1.0,-6.8833827526759706e-15,False,False
TF004,TG058,0.8314120475489023,0.0,True,,True,1.0,-8.215650382226158e-15,False,False
TF004,TG063,0.9073908039810262,0.0,True,,True,1.0,1.5765166949677223e-14,True,True
TF004,TG065,0.8556636976022471,0.0,True,,True,1.0,-1.1657341758564144e-14,False,False
TF004,TG069,0.6799502663864991,0.0,True,,True,1.0,-1.887379141862766e-14,False,False
TF004,TG070,0.8568187857361345,0.0,True,,True,1.0,1.63202784619898e-14,True,True
TF004,TG071,0.6873911932040435,0.0,True,,True,1.0,1.0658141036401503e-14,True,True
TF004,TG072,0.6323804031583364,0.0,True,25.002745,True,1.0,1.0103029524088925e-14,True,True
TF004,TG075,0.9716715404422609,0.0,True,,True,1.0,-1.176836406102666e-14,False,False
TF004,TG078,0.8756881901260681,0.0,True,,True,1.0,-1.1102230246251565e-14,False,False
TF004,TG081,0.8248856670830254,0.0,True,62.715087,True,1.0,1.2878587085651816e-14,True,True
TF004,TG082,0.6129550635846328,1.8112633218697022e-16,True,,True,1.0,-9.769962616701378e-15,False,False
TF004,TG087,0.9766817558781195,0.0,True,,True,1.0,1.2656542480726785e-14,True,True
TF004,TG088,0.7533658202500377,0.0,True,,True,1.0,7.993605777301127e-15,True,True
TF004,TG089,0.7558081363378005,1.4689217689619498e-16,True,,True,1.0,-3.885780586188048e-15,False,False
TF004,TG090,0.6720290025708239,0.0,True,,True,1.0,-1.3655743202889425e-14,False,False
TF004,TG091,1.0000797349031234,0.0,True,,True,1.0,-8.881784197001252e-16,False,False
TF004,TG092,0.7907148508184011,1.4040750891121623e-16,True,,True,1.0,-2.3314683517128287e-15,False,False
TF004,TG093,0.9163534597393368,0.0,True,,True,1.0,9.769962616701378e-15,True,True
TF004,TG097,0.5440528286094047,2.040652977511171e-16,True,,True,1.0,7.105427357601002e-15,True,True
TF004,TG098,0.6763391670160444,0.0,True,5.149233,True,1.0,-1.3100631690576847e-14,False,False
TF005,TG001,0.4860116253354083,1.1421774364542874e-16,True,,True,1.0,-2.886579864025407e-15,False,False
TF005,TG002,0.285694972002771,1.943021637451828e-16,True,,True,1.0,-1.609823385706477e-15,False,False
TF005,TG003,0.49080975375411356,0.0,True,,True,1.0,1.1823875212257917e-14,True,True
TF005,TG004,0.3244260310054768,0.0,True,,True,1.0,-4.496403249731884e-15,False,False
TF005,TG005,0.5146301534070219,0.0,True,,True,1.0,-3.9968028886505635e-15,False,False
TF005,TG006,0.46871373130950145,0.0,True,,True,1.0,4.440892098500626e-15,True,True
TF005,TG007,0.6972732360113286,0.0,True,,True,1.0,-3.552713678800501e-15,False,False
TF005,TG008,0.5229662956741535,0.0,True,43.336123,True,1.0,-7.993605777301127e-15,False,False
TF005,TG009,0.5856406185827163,0.0,True,43.332176,True,1.0,7.771561172376096e-16,True,True
TF005,TG010,0.2296651047602072,0.0,True,,True,1.0,-3.58046925441613e-15,False,False
TF005,TG011,0.28672447779468346,0.0,True,,True,1.0,4.274358644806853e-15,True,True
TF005,TG013,0.29764779929230667,1.864994512415084e-16,True,,True,1.0,-5.773159728050814e-15,False,False
TF005,TG014,0.40629186308032456,0.0,True,,True,1.0,4.9404924595819466e-15,True,True
TF005,TG015,0.4347225251404433,0.0,True,,True,1.0,-4.996003610813204e-16,False,False
TF005,TG016,0.20064079451769132,0.0,True,,True,1.0,1.609823385706477e-15,True,True
TF005,TG017,0.5216149293890707,0.0,True,,True,1.0,9.103828801926284e-15,True,True
TF005,TG027,0.23719940761437636,1.1701368015535753e-16,True,,True,1.0,-1.582067810090848e-15,False,False
TF005,TG032,0.4078357787694828,0.0,True,28.806546,True,1.0,1.3877787807814457e-15,True,True
TF005,TG037,0.2888137440320705,0.0,True,,True,1.0,-4.773959005888173e-15,False,False
TF005,TG038,0.21675044609644478,0.0,True,,True,1.0,-5.828670879282072e-15,False,False
TF005,TG039,0.3580227958117487,1.5504920882313327e-16,True,,True,1.0,9.769962616701378e-15,True,True
TF005,TG042,0.7439964810508868,0.0,True,4.283754,True,1.0,1.2212453270876722e-15,True,True
TF005,TG044,0.42183372585851525,0.0,True,,True,1.0,5.051514762044462e-15,True,True
TF005,TG045,0.5071105716448803,0.0,True,,True,1.0,-5.662137425588298e-15,False,False
TF005,TG047,0.47615930634527204,0.0,True,,True,1.0,4.496403249731884e-15,True,True
TF005,TG050,0.41767162922806983,0.0,True,,True,1.0,-1.0047518372857667e-14,False,False
TF005,TG051,0.35628706528244697,1.5580456502750472e-16,True,13.151495,True,1.0,-6.8833827526759706e-15,False,False
TF005,TG054,0.3007484393950385,0.0,True,,True,1.0,0.0,False,False
TF005,TG055,0.4507769652558156,1.231454921387904e-16,True,,True,1.0,-5.329070518200751e-15,False,False
TF005,TG056,0.5125733413615827,2.1659788659238444e-16,True,,True,1.0,9.880984919163893e-15,True,True
TF005,TG060,0.5108079796993482,0.0,True,,True,1.0,7.66053886991358e-15,True,True
TF005,TG061,0.2292208859353159,1.2108659078938072e-16,True,,True,1.0,-1.304512053934559e-15,False,False
TF005,TG063,0.54831169427504,2.0248027467170066e-16,True,,True,1.0,7.882583474838611e-15,True,True
TF005,TG064,0.4406004096205012,0.0,True,,True,1.0,-8.992806499463768e-15,False,False
TF005,TG067,0.3355528901478132,0.0,True,,True,1.0,-6.6058269965196814e-15,False,False
TF005,TG070,0.5232035300187258,0.0,True,,True,1.0,3.3306690738754696e-15,True,True
TF005,TG071,0.38066922508732765,0.0,True,,True,1.0,-3.2751579226442118e-15,False,False
TF005,TG073,0.33519733738314517,1.6560737523939865e-16,True,4.018958,True,1.0,5.2735593669694936e-15,True,True
TF005,TG078,0.5154613469305502,2.153843408892385e-16,True,,True,1.0,-1.84297022087776e-14,False,False
TF005,TG079,0.4922474902360626,1.1277081616939652e-16,True,,True,1.0,-8.715250743307479e-15,False,False
TF005,TG081,0.4957646762507719,1.1197076736297908e-16,True,38.470258,True,1.0,7.605027718682322e-15,True,True
TF005,TG082,0.24947909651081507,1.1125411308528485e-16,True,,True,1.0,3.1086244689504383e-15,True,True
TF005,TG085,0.19294083907729045,0.0,True,30.788068,True,1.0,-2.7478019859472624e-15,False,False
TF005,TG086,0.4928836524089884,0.0,True,,True,1.0,6.106226635438361e-15,True,True
TF005,TG088,0.40562486892850513,0.0,True,,True,1.0,5.440092820663267e-15,True,True
TF005,TG089,0.4191796427034052,0.0,True,,True,1.0,3.83026943495679e-15,True,True
TF005,TG091,0.6426592100032967,1.727545497433175e-16,True,,True,1.0,-3.3306690738754696e-16,False,False
TF005,TG092,0.4094737506560073,0.0,True,,True,1.0,-5.10702591327572e-15,False,False
TF005,TG095,0.6402748650282561,0.0,True,,True,1.0,1.354472090042691e-14,True,True
TF005,TG096,0.406234384044776,2.732961729066207e-16,True,,True,1.0,-5.551115123125783e-17,False,False
